300_550_554_1						August Leskien: Balkanmärchen aus Bulgarien. Europäische Märchen und Sagen, S. 73 ff.
300_303_554_567_2					TextGrid Repository (2012). Bartsch, Karl. Märchen und Sagen. Sagen, Märchen und Gebräuche aus Meklenburg. Erster Band: Sagen und Märchen. Märchen und Legenden. 2. Ein Siegfried-Märchen. 2. Ein Siegfried-Märchen. Digitale Bibliothek. TextGrid. https://hdl.handle.net/11858/00-1734-0000-0005-D975-3
300_562_3							TextGrid Repository (2011). Bechstein, Ludwig. Märchen. Neues deutsches Märchenbuch. Der Wandergeselle. Der Wandergeselle. Digitale Bibliothek. TextGrid. https://hdl.handle.net/11858/00-1734-0000-0002-2AEB-3
300_303_4							Deutsche Volksmärchen aus Rußland und Rumänien : Bessarabien, Dobrudscha, Siebenbürgen, Ukraine, Krim, Mittelasien / von Alfred Cammann Göttingen : Schwartz, 1967
300_303_CoM_5						Alfred Cammann und Alfred Karasek, Donauschwaben erzählen. Teil 2. Marburg : Elwert, 1977, S.417
300_undf_6							Alfred Cammann und Alfred Karasek, Donauschwaben erzählen. Teil 2. Marburg : Elwert, 1977, S.458
300_303_554_CoM_7					Alfred Cammann und Alfred Karasek, Donauschwaben erzählen. Teil 4. Marburg : Elwert, 1979, S.449
300_303_CoM_8						Laura Gonzenbach: Sicilianische Märchen Erstdruck: Leipzig: Engelmann 1870. Mit Anmerkungen Reinhold Köhlers und einer Einleitung herausgegeben von Otto Hartwig. Nr. 40
300_undf_9							Laura Gonzenbach: Sicilianische Märchen Erstdruck: Leipzig: Engelmann 1870. Mit Anmerkungen Reinhold Köhlers und einer Einleitung herausgegeben von Otto Hartwig. Nr. 44
300_303_554_567_10					TextGrid Repository (2012). Grimm, Jacob und Wilhelm. Märchen. Kinder- und Hausmärchen. 60. Die zwei Brüder. 60. Die zwei Brüder. Digitale Bibliothek. TextGrid. https://hdl.handle.net/11858/00-1734-0000-0003-05E6-C
300_554_undf_11						Svend Grundtvig: Dänische Volksmärchen. Europäische Märchen und Sagen, Bd. 2, S. 219 ff.
300_550_undf_12						Sächsische Volksmärchen aus Siebenbürgen, author: Josef Haltrich, sender: noname@abc.de, hille@abc.de, type: fairy, firstpub: 1856
300_313_554_562_13					Josef Haltrich: Deutsche Volksmärchen aus dem Sachsenlande in Siebenbürgen. Europäische Märchen und Sagen, S. 25 ff.
300_303_554_CoM_14					TextGrid Repository (2012). Kuhn, Adalbert. Märchen und Sagen. Norddeutsche Sagen, Märchen und Gebräuche. B. Märchen. 10. Die beiden gleichen Brüder. 10. Die beiden gleichen Brüder. Digitale Bibliothek. TextGrid. https://hdl.handle.net/11858/00-1734-0000-0003-D23A-3
300_303_CoM_15						August Leskien/K. Brugman: Litauische Volkslieder und Märchen. Europäische Märchen und Sagen, S. 385 ff.
300_303_315_554_16					August Leskien/K. Brugman: Litauische Volkslieder und Märchen. Europäische Märchen und Sagen, S. 389 ff.
300_315_17							August Leskien/K. Brugman: Litauische Volkslieder und Märchen. Europäische Märchen und Sagen, S. 396 ff.
300_315_18							August Leskien/K. Brugman: Litauische Volkslieder und Märchen. Europäische Märchen und Sagen, S. 401 ff.
300_undf_19							August Leskien/K. Brugman: Litauische Volkslieder und Märchen. Europäische Märchen und Sagen, S. 404 ff.
300_301_20							Märchen aus dem Kaukasus / hrsg. von Isidor Levin. Übers. von Gisela Schenkowitz
300_301_328_513A_554_CoM_21			Märchen aus dem Kaukasus / hrsg. von Isidor Levin. Übers. von Gisela Schenkowitz
300_301_302_513A_516_554_AmoM_22	Märchen aus dem Kaukasus / hrsg. von Isidor Levin. Übers. von Gisela Schenkowitz
300_554_562_23						Löwis of Menar, August von: Finnische und estnische Volksmärchen. Jena: Eugen Diederichs, 1922, S. 108-113 http://www.zeno.org/nid/20007841973
300_303_554_24						TextGrid Repository (2012). Meier, Ernst. Märchen. Deutsche Volksmärchen aus Schwaben. 58. Der Drachentödter. 58. Der Drachentödter. Digitale Bibliothek. TextGrid. https://hdl.handle.net/11858/00-1734-0000-0004-334D-A
300_301_554_undf_25					Arthur und Albert Schott: Rumänische Volkserzählungen aus dem Banat Originaltitel: Walachische Maehrchen, Cotta, Stuttgart und Tübingen 1845	
300_590_26							Schullerus, Pauline: Rumänische Volksmärchen aus dem mittleren Harbachtal. Bukarest: Kriterion 1977, S. 362-365. http://www.zeno.org/nid/20007892713
300_303_314_850_CoM_27				Schullerus, Pauline: Rumänische Volksmärchen aus dem mittleren Harbachtal. Bukarest: Kriterion 1977, S. 379-388. http://www.zeno.org/nid/20007892799	
300_303_28							Georg Widter/Adam Wolf: Volksmärchen aus Venetien. Europäische Märchen und Sagen, S. 128 ff.
300_315_undf_29						Der Schweizer Märchenschatz / ges. von Robert Wildhaber und Leza Uffer. Mit Ill. von Karin Widmer Kreuzlingen ; München : Hugendubel, 2007
300_303_CoM_30						Der Schweizer Märchenschatz / ges. von Robert Wildhaber und Leza Uffer. Mit Ill. von Karin Widmer Kreuzlingen ; München : Hugendubel, 2007
300_562_31							Ignaz und Josef Zingerle: Kinder- und Hausmärchen aus Tirol. Europäische Märchen und Sagen, S. 39 ff.
